ip_address,domain
<<<<<<< HEAD
209.205.204.202,camtl.securetunnels.net
209.205.204.210,camtl.securetunnels.net
209.205.204.218,camtl.securetunnels.net
=======
139.84.226.214,sa.securetunnels.net
139.84.227.202,sa.securetunnels.net
139.84.230.239,sa.securetunnels.net
185.125.168.247,no.torguard.org
185.125.168.248,no.torguard.org
185.125.169.24,no.torguard.org
185.125.169.25,no.torguard.org
185.125.169.26,no.torguard.org
185.125.169.27,no.torguard.org
185.125.169.29,no.torguard.org
185.125.169.30,no.torguard.org
185.125.169.31,no.torguard.org
185.125.169.32,no.torguard.org
185.181.61.151,no.torguard.org
185.181.61.36,no.torguard.org
185.181.61.37,no.torguard.org
185.181.61.39,no.torguard.org
185.181.61.40,no.torguard.org
107.182.228.102,us-slc.securetunnels.net
107.182.228.197,us-slc.securetunnels.net
107.182.234.160,us-slc.securetunnels.net
107.182.234.161,us-slc.securetunnels.net
173.244.208.23,us-slc.securetunnels.net
208.131.139.133,us-slc.securetunnels.net
208.131.139.141,us-slc.securetunnels.net
208.131.139.149,us-slc.securetunnels.net
208.131.139.152,us-slc.securetunnels.net
208.131.139.218,us-slc.securetunnels.net
209.95.32.122,us-slc.securetunnels.net
209.95.32.125,us-slc.securetunnels.net
209.95.32.126,us-slc.securetunnels.net
209.95.56.134,us-slc.securetunnels.net
209.95.56.142,us-slc.securetunnels.net
67.212.238.215,us-slc.securetunnels.net
45.133.180.130,br.torguard.org
45.133.180.138,br.torguard.org
45.133.180.146,br.torguard.org
45.133.180.154,br.torguard.org
45.133.180.162,br.torguard.org
45.133.180.10,mx.torguard.org
45.133.180.18,mx.torguard.org
45.133.180.2,mx.torguard.org
45.133.180.26,mx.torguard.org
45.133.180.34,mx.torguard.org
45.133.181.66,tw.securetunnels.net
37.120.153.102,swe.torguard.org
37.120.153.107,swe.torguard.org
37.120.153.12,swe.torguard.org
37.120.153.17,swe.torguard.org
37.120.153.2,swe.torguard.org
37.120.153.22,swe.torguard.org
37.120.153.27,swe.torguard.org
37.120.153.32,swe.torguard.org
37.120.153.37,swe.torguard.org
37.120.153.42,swe.torguard.org
37.120.153.47,swe.torguard.org
37.120.153.52,swe.torguard.org
37.120.153.57,swe.torguard.org
37.120.153.62,swe.torguard.org
37.120.153.67,swe.torguard.org
37.120.153.7,swe.torguard.org
37.120.153.72,swe.torguard.org
37.120.153.77,swe.torguard.org
37.120.153.82,swe.torguard.org
37.120.153.87,swe.torguard.org
37.120.153.92,swe.torguard.org
37.120.153.97,swe.torguard.org
185.200.116.250,sg.securetunnels.net
185.200.117.138,sg.securetunnels.net
185.200.117.142,sg.securetunnels.net
185.200.117.186,sg.securetunnels.net
82.102.25.2,sg.securetunnels.net
82.102.25.226,sg.securetunnels.net
91.245.253.134,sg.securetunnels.net
91.245.253.138,sg.securetunnels.net
92.119.178.22,sg.securetunnels.net
92.119.178.26,sg.securetunnels.net
107.181.189.34,cavan.torguard.org
107.181.189.35,cavan.torguard.org
107.181.189.36,cavan.torguard.org
107.181.189.37,cavan.torguard.org
107.181.189.38,cavan.torguard.org
107.181.189.39,cavan.torguard.org
107.181.189.40,cavan.torguard.org
107.181.189.41,cavan.torguard.org
107.181.189.42,cavan.torguard.org
107.181.189.43,cavan.torguard.org
107.181.189.44,cavan.torguard.org
107.181.189.45,cavan.torguard.org
107.181.189.46,cavan.torguard.org
107.181.189.47,cavan.torguard.org
107.181.189.48,cavan.torguard.org
>>>>>>> 2ef619dc293cbe92c940d6409916e0085e68d3bc
45.133.180.10,mx.securetunnels.net
45.133.180.18,mx.securetunnels.net
45.133.180.2,mx.securetunnels.net
45.133.180.26,mx.securetunnels.net
45.133.180.34,mx.securetunnels.net
<<<<<<< HEAD
103.108.94.50,nz.securetunnels.net
103.108.94.58,nz.securetunnels.net
103.231.90.10,nz.securetunnels.net
103.231.90.18,nz.securetunnels.net
103.231.90.2,nz.securetunnels.net
103.231.90.202,nz.securetunnels.net
103.231.90.26,nz.securetunnels.net
103.231.90.34,nz.securetunnels.net
103.231.90.42,nz.securetunnels.net
96.44.173.202,la.usa.secretgate.net
96.44.183.186,la.usa.secretgate.net
96.44.184.42,la.usa.secretgate.net
45.133.181.66,tw.securetunnels.net
109.207.76.147,isr-loc2.torguard.org
185.28.154.98,isr-loc2.torguard.org
91.202.169.7,isr-loc2.torguard.org
=======
185.104.186.2,bg.torguard.org
185.232.21.210,bg.torguard.org
185.232.21.242,bg.torguard.org
185.232.21.250,bg.torguard.org
185.232.21.34,bg.torguard.org
185.232.21.42,bg.torguard.org
194.187.251.34,bg.torguard.org
89.249.73.130,bg.torguard.org
89.249.73.162,bg.torguard.org
89.249.73.170,bg.torguard.org
89.249.73.250,bg.torguard.org
94.46.179.65,pg.securetunnels.net
94.46.179.70,pg.securetunnels.net
94.46.179.80,pg.securetunnels.net
37.120.156.170,pl.securetunnels.net
37.120.156.178,pl.securetunnels.net
37.120.156.186,pl.securetunnels.net
37.120.156.194,pl.securetunnels.net
37.120.156.202,pl.securetunnels.net
193.235.146.104,ch.torguard.org
37.235.52.19,ch.torguard.org
37.235.52.64,ch.torguard.org
146.70.76.106,jp.torguard.org
146.70.76.114,jp.torguard.org
146.70.76.58,jp.torguard.org
146.70.76.66,jp.torguard.org
146.70.76.74,jp.torguard.org
146.70.76.82,jp.torguard.org
146.70.76.90,jp.torguard.org
146.70.76.98,jp.torguard.org
45.133.180.130,br.securetunnels.net
45.133.180.138,br.securetunnels.net
45.133.180.146,br.securetunnels.net
45.133.180.154,br.securetunnels.net
45.133.180.162,br.securetunnels.net
91.132.197.186,fn.torguard.org
91.132.197.188,fn.torguard.org
91.132.197.192,fn.torguard.org
195.248.234.146,ukr.secretgate.net
178.175.131.106,md.securetunnels.net
178.175.131.114,md.securetunnels.net
109.207.76.147,isr-loc2.securetunnels.net
185.28.154.98,isr-loc2.securetunnels.net
91.202.169.7,isr-loc2.securetunnels.net
199.229.250.106,us-sa.torguard.org
199.229.250.114,us-sa.torguard.org
199.229.250.118,us-sa.torguard.org
199.229.250.122,us-sa.torguard.org
199.229.250.130,us-sa.torguard.org
199.229.250.131,us-sa.torguard.org
199.229.250.133,us-sa.torguard.org
199.229.250.134,us-sa.torguard.org
199.229.250.135,us-sa.torguard.org
199.229.250.136,us-sa.torguard.org
199.229.250.137,us-sa.torguard.org
199.229.250.138,us-sa.torguard.org
199.229.250.140,us-sa.torguard.org
199.229.250.142,us-sa.torguard.org
199.229.250.144,us-sa.torguard.org
199.229.250.146,us-sa.torguard.org
199.229.250.149,us-sa.torguard.org
199.229.250.34,us-sa.torguard.org
199.229.250.38,us-sa.torguard.org
199.229.250.42,us-sa.torguard.org
199.229.250.66,us-sa.torguard.org
199.229.250.74,us-sa.torguard.org
199.229.250.78,us-sa.torguard.org
199.229.250.82,us-sa.torguard.org
199.229.250.86,us-sa.torguard.org
199.229.250.90,us-sa.torguard.org
199.229.250.94,us-sa.torguard.org
199.229.250.98,us-sa.torguard.org
139.28.216.218,us-la.torguard.org
139.28.216.74,us-la.torguard.org
146.70.49.10,us-la.torguard.org
146.70.49.106,us-la.torguard.org
146.70.49.114,us-la.torguard.org
146.70.49.18,us-la.torguard.org
146.70.49.2,us-la.torguard.org
146.70.49.26,us-la.torguard.org
146.70.49.34,us-la.torguard.org
146.70.49.42,us-la.torguard.org
146.70.49.50,us-la.torguard.org
146.70.49.58,us-la.torguard.org
146.70.49.66,us-la.torguard.org
146.70.49.74,us-la.torguard.org
146.70.49.82,us-la.torguard.org
146.70.49.90,us-la.torguard.org
146.70.49.98,us-la.torguard.org
185.253.161.186,us-la.torguard.org
217.138.217.2,us-la.torguard.org
37.120.147.130,us-la.torguard.org
37.120.214.114,us-la.torguard.org
37.120.214.122,us-la.torguard.org
91.219.212.242,us-la.torguard.org
91.219.212.250,us-la.torguard.org
185.45.14.122,ro.securetunnels.net
185.45.14.250,ro.securetunnels.net
185.45.15.106,ro.securetunnels.net
194.59.248.202,ro.securetunnels.net
194.59.248.210,ro.securetunnels.net
31.14.252.146,ro.securetunnels.net
31.14.252.178,ro.securetunnels.net
31.14.252.18,ro.securetunnels.net
31.14.252.90,ro.securetunnels.net
89.40.71.106,ro.securetunnels.net
89.46.103.106,ro.securetunnels.net
93.120.27.162,ro.securetunnels.net
185.236.201.210,swiss.securetunnels.net
185.236.201.215,swiss.securetunnels.net
195.206.105.12,swiss.securetunnels.net
195.206.105.17,swiss.securetunnels.net
195.206.105.2,swiss.securetunnels.net
195.206.105.22,swiss.securetunnels.net
195.206.105.27,swiss.securetunnels.net
195.206.105.32,swiss.securetunnels.net
195.206.105.37,swiss.securetunnels.net
195.206.105.42,swiss.securetunnels.net
195.206.105.47,swiss.securetunnels.net
195.206.105.52,swiss.securetunnels.net
195.206.105.57,swiss.securetunnels.net
195.206.105.7,swiss.securetunnels.net
217.138.203.154,swiss.securetunnels.net
217.138.203.242,swiss.securetunnels.net
185.189.115.103,cz.torguard.org
185.189.115.108,cz.torguard.org
185.189.115.113,cz.torguard.org
185.189.115.118,cz.torguard.org
185.189.115.98,cz.torguard.org
37.120.155.10,aus.torguard.org
37.120.155.18,aus.torguard.org
37.120.155.2,aus.torguard.org
37.120.155.26,aus.torguard.org
37.120.155.34,aus.torguard.org
185.45.14.122,ro.torguard.org
185.45.14.250,ro.torguard.org
185.45.15.106,ro.torguard.org
194.59.248.202,ro.torguard.org
194.59.248.210,ro.torguard.org
31.14.252.146,ro.torguard.org
31.14.252.178,ro.torguard.org
31.14.252.18,ro.torguard.org
31.14.252.90,ro.torguard.org
89.40.71.106,ro.torguard.org
89.46.103.106,ro.torguard.org
93.120.27.162,ro.torguard.org
193.56.253.114,au.torguard.org
193.56.253.130,au.torguard.org
193.56.253.18,au.torguard.org
193.56.253.34,au.torguard.org
193.56.253.50,au.torguard.org
193.56.253.66,au.torguard.org
193.56.253.82,au.torguard.org
193.56.253.98,au.torguard.org
217.138.205.106,au.torguard.org
217.138.205.114,au.torguard.org
217.138.205.202,au.torguard.org
217.138.205.210,au.torguard.org
217.138.205.218,au.torguard.org
217.138.205.98,au.torguard.org
93.115.35.106,au.torguard.org
93.115.35.114,au.torguard.org
93.115.35.122,au.torguard.org
93.115.35.130,au.torguard.org
93.115.35.138,au.torguard.org
93.115.35.146,au.torguard.org
93.115.35.154,au.torguard.org
93.115.35.98,au.torguard.org
45.133.192.210,ice.securetunnels.net
45.133.192.214,ice.securetunnels.net
45.133.192.218,ice.securetunnels.net
45.133.192.226,ice.securetunnels.net
45.133.192.230,ice.securetunnels.net
45.133.192.234,ice.securetunnels.net
45.133.192.250,ice.securetunnels.net
45.133.192.254,ice.securetunnels.net
67.213.221.10,us-ny.torguard.org
67.213.221.11,us-ny.torguard.org
67.213.221.12,us-ny.torguard.org
67.213.221.14,us-ny.torguard.org
67.213.221.15,us-ny.torguard.org
67.213.221.16,us-ny.torguard.org
67.213.221.17,us-ny.torguard.org
67.213.221.18,us-ny.torguard.org
67.213.221.19,us-ny.torguard.org
67.213.221.20,us-ny.torguard.org
67.213.221.22,us-ny.torguard.org
67.213.221.23,us-ny.torguard.org
67.213.221.24,us-ny.torguard.org
67.213.221.25,us-ny.torguard.org
67.213.221.26,us-ny.torguard.org
67.213.221.27,us-ny.torguard.org
67.213.221.4,us-ny.torguard.org
67.213.221.5,us-ny.torguard.org
67.213.221.6,us-ny.torguard.org
67.213.221.7,us-ny.torguard.org
67.213.221.8,us-ny.torguard.org
67.213.221.9,us-ny.torguard.org
45.92.33.10,gre.torguard.org
45.92.33.18,gre.torguard.org
45.92.33.2,gre.torguard.org
45.133.181.42,id.torguard.org
45.133.181.46,id.torguard.org
45.133.181.50,id.torguard.org
192.119.14.162,us-nj-loc2.torguard.org
192.119.14.170,us-nj-loc2.torguard.org
192.119.14.226,us-nj-loc2.torguard.org
198.147.27.154,us-nj-loc2.torguard.org
85.239.41.33,cy.securetunnels.net
85.239.41.99,cy.securetunnels.net
185.70.198.12,pl.secretgate.net
185.70.198.27,pl.secretgate.net
64.44.147.114,us-dal-loc2.torguard.org
64.44.147.122,us-dal-loc2.torguard.org
64.44.147.98,us-dal-loc2.torguard.org
193.239.84.106,uk.man.securetunnels.net
217.64.114.162,uk.man.securetunnels.net
217.64.114.170,uk.man.securetunnels.net
217.64.114.178,uk.man.securetunnels.net
217.64.114.186,uk.man.securetunnels.net
37.120.233.178,uk.man.securetunnels.net
37.120.233.186,uk.man.securetunnels.net
37.120.233.226,uk.man.securetunnels.net
>>>>>>> 2ef619dc293cbe92c940d6409916e0085e68d3bc
86.107.104.106,hk.torguard.org
86.107.104.82,hk.torguard.org
86.107.104.90,hk.torguard.org
86.107.104.98,hk.torguard.org
89.45.6.18,hk.torguard.org
89.45.6.202,hk.torguard.org
89.45.6.210,hk.torguard.org
89.45.6.218,hk.torguard.org
89.45.6.226,hk.torguard.org
89.45.6.234,hk.torguard.org
<<<<<<< HEAD
139.59.18.194,id.secretgate.net
139.59.35.177,id.secretgate.net
=======
37.120.155.10,aus.securetunnels.net
37.120.155.18,aus.securetunnels.net
37.120.155.2,aus.securetunnels.net
37.120.155.26,aus.securetunnels.net
37.120.155.34,aus.securetunnels.net
146.70.142.10,in.securetunnels.net
146.70.142.34,in.securetunnels.net
146.70.142.42,in.securetunnels.net
193.56.253.114,au.securetunnels.net
193.56.253.130,au.securetunnels.net
193.56.253.18,au.securetunnels.net
193.56.253.34,au.securetunnels.net
193.56.253.50,au.securetunnels.net
193.56.253.66,au.securetunnels.net
193.56.253.82,au.securetunnels.net
193.56.253.98,au.securetunnels.net
217.138.205.106,au.securetunnels.net
217.138.205.114,au.securetunnels.net
217.138.205.202,au.securetunnels.net
217.138.205.210,au.securetunnels.net
217.138.205.218,au.securetunnels.net
217.138.205.98,au.securetunnels.net
93.115.35.106,au.securetunnels.net
93.115.35.114,au.securetunnels.net
93.115.35.122,au.securetunnels.net
93.115.35.130,au.securetunnels.net
93.115.35.138,au.securetunnels.net
93.115.35.146,au.securetunnels.net
93.115.35.154,au.securetunnels.net
93.115.35.98,au.securetunnels.net
45.9.249.158,uae.securetunnels.net
45.9.249.238,uae.securetunnels.net
45.9.250.10,uae.securetunnels.net
146.70.50.10,us-dal.securetunnels.net
146.70.50.106,us-dal.securetunnels.net
146.70.50.114,us-dal.securetunnels.net
146.70.50.122,us-dal.securetunnels.net
146.70.50.130,us-dal.securetunnels.net
146.70.50.138,us-dal.securetunnels.net
146.70.50.146,us-dal.securetunnels.net
146.70.50.154,us-dal.securetunnels.net
146.70.50.162,us-dal.securetunnels.net
146.70.50.170,us-dal.securetunnels.net
146.70.50.178,us-dal.securetunnels.net
146.70.50.18,us-dal.securetunnels.net
146.70.50.186,us-dal.securetunnels.net
146.70.50.194,us-dal.securetunnels.net
146.70.50.2,us-dal.securetunnels.net
146.70.50.26,us-dal.securetunnels.net
146.70.50.34,us-dal.securetunnels.net
146.70.50.42,us-dal.securetunnels.net
146.70.50.50,us-dal.securetunnels.net
146.70.50.58,us-dal.securetunnels.net
146.70.50.66,us-dal.securetunnels.net
146.70.50.74,us-dal.securetunnels.net
146.70.50.82,us-dal.securetunnels.net
146.70.50.90,us-dal.securetunnels.net
146.70.50.98,us-dal.securetunnels.net
64.44.147.106,us-dal.securetunnels.net
64.44.147.114,us-dal.securetunnels.net
64.44.147.122,us-dal.securetunnels.net
64.44.147.98,us-dal.securetunnels.net
86.107.104.106,hk.securetunnels.net
86.107.104.82,hk.securetunnels.net
86.107.104.90,hk.securetunnels.net
86.107.104.98,hk.securetunnels.net
89.45.6.18,hk.securetunnels.net
89.45.6.202,hk.securetunnels.net
89.45.6.210,hk.securetunnels.net
89.45.6.218,hk.securetunnels.net
89.45.6.226,hk.securetunnels.net
89.45.6.234,hk.securetunnels.net
37.120.144.106,hg.securetunnels.net
37.120.144.98,hg.securetunnels.net
>>>>>>> 2ef619dc293cbe92c940d6409916e0085e68d3bc
67.213.221.10,us-ny.securetunnels.net
67.213.221.11,us-ny.securetunnels.net
67.213.221.12,us-ny.securetunnels.net
67.213.221.14,us-ny.securetunnels.net
67.213.221.15,us-ny.securetunnels.net
67.213.221.16,us-ny.securetunnels.net
67.213.221.17,us-ny.securetunnels.net
67.213.221.18,us-ny.securetunnels.net
67.213.221.19,us-ny.securetunnels.net
67.213.221.20,us-ny.securetunnels.net
67.213.221.22,us-ny.securetunnels.net
67.213.221.23,us-ny.securetunnels.net
67.213.221.24,us-ny.securetunnels.net
67.213.221.25,us-ny.securetunnels.net
67.213.221.26,us-ny.securetunnels.net
67.213.221.27,us-ny.securetunnels.net
67.213.221.4,us-ny.securetunnels.net
67.213.221.5,us-ny.securetunnels.net
67.213.221.6,us-ny.securetunnels.net
67.213.221.7,us-ny.securetunnels.net
67.213.221.8,us-ny.securetunnels.net
67.213.221.9,us-ny.securetunnels.net
<<<<<<< HEAD
146.70.76.106,jp.torguard.org
146.70.76.114,jp.torguard.org
146.70.76.58,jp.torguard.org
146.70.76.66,jp.torguard.org
146.70.76.74,jp.torguard.org
146.70.76.82,jp.torguard.org
146.70.76.90,jp.torguard.org
146.70.76.98,jp.torguard.org
37.120.144.106,hg.torguard.org
37.120.144.98,hg.torguard.org
167.88.15.50,us-chi-loc2.torguard.org
167.88.3.210,us-chi-loc2.torguard.org
64.44.140.250,us-chi-loc2.torguard.org
64.44.63.98,us-chi-loc2.torguard.org
=======
138.68.189.35,uk.secretgate.net
139.59.162.85,uk.secretgate.net
82.102.23.170,bul.securetunnels.net
82.102.23.178,bul.securetunnels.net
82.102.23.186,bul.securetunnels.net
82.102.23.194,bul.securetunnels.net
82.102.23.202,bul.securetunnels.net
82.102.23.210,bul.securetunnels.net
82.102.23.218,bul.securetunnels.net
146.70.137.106,ca.securetunnels.net
146.70.137.114,ca.securetunnels.net
146.70.137.122,ca.securetunnels.net
146.70.137.130,ca.securetunnels.net
146.70.137.138,ca.securetunnels.net
146.70.137.146,ca.securetunnels.net
146.70.137.154,ca.securetunnels.net
146.70.137.18,ca.securetunnels.net
146.70.137.194,ca.securetunnels.net
146.70.137.2,ca.securetunnels.net
146.70.137.210,ca.securetunnels.net
146.70.137.218,ca.securetunnels.net
146.70.137.226,ca.securetunnels.net
146.70.137.34,ca.securetunnels.net
146.70.137.42,ca.securetunnels.net
146.70.137.50,ca.securetunnels.net
146.70.137.58,ca.securetunnels.net
146.70.137.66,ca.securetunnels.net
146.70.137.74,ca.securetunnels.net
146.70.137.82,ca.securetunnels.net
146.70.137.90,ca.securetunnels.net
146.70.137.98,ca.securetunnels.net
185.191.204.154,isr-loc1.securetunnels.net
185.191.204.155,isr-loc1.securetunnels.net
146.70.50.10,us-dal.torguard.org
146.70.50.106,us-dal.torguard.org
146.70.50.114,us-dal.torguard.org
146.70.50.122,us-dal.torguard.org
146.70.50.130,us-dal.torguard.org
146.70.50.138,us-dal.torguard.org
146.70.50.146,us-dal.torguard.org
146.70.50.154,us-dal.torguard.org
146.70.50.162,us-dal.torguard.org
146.70.50.170,us-dal.torguard.org
146.70.50.178,us-dal.torguard.org
146.70.50.18,us-dal.torguard.org
146.70.50.186,us-dal.torguard.org
146.70.50.194,us-dal.torguard.org
146.70.50.2,us-dal.torguard.org
146.70.50.26,us-dal.torguard.org
146.70.50.34,us-dal.torguard.org
146.70.50.42,us-dal.torguard.org
146.70.50.50,us-dal.torguard.org
146.70.50.58,us-dal.torguard.org
146.70.50.66,us-dal.torguard.org
146.70.50.74,us-dal.torguard.org
146.70.50.82,us-dal.torguard.org
146.70.50.90,us-dal.torguard.org
146.70.50.98,us-dal.torguard.org
45.133.192.210,ice.torguard.org
45.133.192.214,ice.torguard.org
45.133.192.218,ice.torguard.org
45.133.192.226,ice.torguard.org
45.133.192.230,ice.torguard.org
45.133.192.234,ice.torguard.org
45.133.192.250,ice.torguard.org
45.133.192.254,ice.torguard.org
185.191.204.154,isr-loc1.torguard.org
185.191.204.155,isr-loc1.torguard.org
185.236.201.210,swiss.torguard.org
185.236.201.215,swiss.torguard.org
195.206.105.12,swiss.torguard.org
195.206.105.17,swiss.torguard.org
195.206.105.2,swiss.torguard.org
195.206.105.22,swiss.torguard.org
195.206.105.27,swiss.torguard.org
195.206.105.32,swiss.torguard.org
195.206.105.37,swiss.torguard.org
195.206.105.42,swiss.torguard.org
195.206.105.47,swiss.torguard.org
195.206.105.52,swiss.torguard.org
195.206.105.57,swiss.torguard.org
195.206.105.7,swiss.torguard.org
217.138.203.154,swiss.torguard.org
217.138.203.242,swiss.torguard.org
>>>>>>> 2ef619dc293cbe92c940d6409916e0085e68d3bc
185.128.27.106,it.securetunnels.net
192.145.127.190,it.securetunnels.net
45.9.251.14,it.securetunnels.net
45.9.251.178,it.securetunnels.net
45.9.251.182,it.securetunnels.net
<<<<<<< HEAD
45.128.36.130,us-chi.torguard.org
45.128.36.138,us-chi.torguard.org
45.128.36.146,us-chi.torguard.org
45.128.36.154,us-chi.torguard.org
45.128.36.162,us-chi.torguard.org
45.128.36.170,us-chi.torguard.org
45.128.36.178,us-chi.torguard.org
45.128.36.186,us-chi.torguard.org
45.128.36.194,us-chi.torguard.org
45.128.36.202,us-chi.torguard.org
185.200.116.250,sg.torguard.org
185.200.117.138,sg.torguard.org
185.200.117.142,sg.torguard.org
185.200.117.186,sg.torguard.org
82.102.25.2,sg.torguard.org
82.102.25.226,sg.torguard.org
91.245.253.134,sg.torguard.org
91.245.253.138,sg.torguard.org
92.119.178.22,sg.torguard.org
92.119.178.26,sg.torguard.org
146.70.54.90,serbia.securetunnels.net
146.70.54.98,serbia.securetunnels.net
=======
202.129.16.104,th.torguard.org
202.129.16.106,th.torguard.org
202.129.16.140,th.torguard.org
202.129.16.143,th.torguard.org
202.129.16.42,th.torguard.org
108.181.51.143,sk.securetunnels.net
108.181.51.203,sk.securetunnels.net
108.181.51.205,sk.securetunnels.net
108.181.51.226,sk.securetunnels.net
108.181.52.111,sk.securetunnels.net
209.205.204.202,camtl.securetunnels.net
209.205.204.210,camtl.securetunnels.net
209.205.204.218,camtl.securetunnels.net
209.205.204.202,camtl.torguard.org
209.205.204.210,camtl.torguard.org
209.205.204.218,camtl.torguard.org
185.245.84.74,dn.torguard.org
2.58.46.138,dn.torguard.org
2.58.46.146,dn.torguard.org
2.58.46.154,dn.torguard.org
2.58.46.162,dn.torguard.org
2.58.46.170,dn.torguard.org
2.58.46.178,dn.torguard.org
45.12.221.10,dn.torguard.org
45.12.221.18,dn.torguard.org
45.12.221.2,dn.torguard.org
45.12.221.26,dn.torguard.org
45.12.221.34,dn.torguard.org
45.12.221.42,dn.torguard.org
146.70.51.10,us-fl.securetunnels.net
146.70.51.106,us-fl.securetunnels.net
146.70.51.114,us-fl.securetunnels.net
146.70.51.122,us-fl.securetunnels.net
146.70.51.130,us-fl.securetunnels.net
146.70.51.138,us-fl.securetunnels.net
146.70.51.146,us-fl.securetunnels.net
146.70.51.154,us-fl.securetunnels.net
146.70.51.162,us-fl.securetunnels.net
146.70.51.170,us-fl.securetunnels.net
146.70.51.178,us-fl.securetunnels.net
146.70.51.18,us-fl.securetunnels.net
146.70.51.186,us-fl.securetunnels.net
146.70.51.194,us-fl.securetunnels.net
146.70.51.2,us-fl.securetunnels.net
146.70.51.26,us-fl.securetunnels.net
146.70.51.34,us-fl.securetunnels.net
146.70.51.42,us-fl.securetunnels.net
146.70.51.50,us-fl.securetunnels.net
146.70.51.58,us-fl.securetunnels.net
146.70.51.66,us-fl.securetunnels.net
146.70.51.74,us-fl.securetunnels.net
146.70.51.82,us-fl.securetunnels.net
146.70.51.90,us-fl.securetunnels.net
146.70.51.98,us-fl.securetunnels.net
193.235.146.104,ch.securetunnels.net
206.189.53.79,ger.secretgate.net
206.189.53.95,ger.secretgate.net
123.253.91.10,us-hou.torguard.org
123.253.91.18,us-hou.torguard.org
123.253.91.2,us-hou.torguard.org
123.253.91.26,us-hou.torguard.org
146.70.83.130,uk.securetunnels.net
146.70.83.146,uk.securetunnels.net
146.70.83.154,uk.securetunnels.net
146.70.83.162,uk.securetunnels.net
146.70.83.170,uk.securetunnels.net
146.70.83.178,uk.securetunnels.net
146.70.83.186,uk.securetunnels.net
146.70.83.194,uk.securetunnels.net
